"unigram","bigram","trigram","freq"
"was","a","very",13
"was","at","the",13
"was","trying","to",13
"we","are","going",13
"we","do","not",13
"we","know","that",13
"what","i","am",13
"what","it","was",13
"when","i","am",13
"when","i","first",13
"when","i","get",13
"where","i","was",13
"where","you","can",13
"who","will","be",13
"will","only","be",13
"with","a","little",13
"with","the","same",13
"you","dont","need",13
"you","know","how",13
"you","will","have",13
"you","would","like",13
"a","great","way",12
"a","handful","of",12
"a","really","good",12
"a","set","of",12
"a","sort","of",12
"a","trip","to",12
"a","way","of",12
"a","whole","lot",12
"about","it","and",12
"all","in","all",12
"all","of","our",12
"all","of","your",12
"along","with","a",12
"and","all","of",12
"and","all","that",12
"and","as","a",12
"and","for","the",12
"and","have","been",12
"and","i","really",12
"and","im","not",12
"and","its","a",12
"and","so","on",12
"and","then","he",12
"and","they","have",12
"and","we","will",12
"and","with","the",12
"are","interested","in",12
"as","they","are",12
"be","willing","to",12
"but","at","the",12
"but","i","did",12
"but","i","just",12
"but","i","love",12
"but","that","is",12
"but","then","i",12
"can","only","be",12
"can","see","the",12
"come","out","of",12
"could","be","a",12
"deal","with","the",12
"depending","on","the",12
"didnt","know","what",12
"each","and","every",12
"each","other","and",12
"find","out","what",12
"for","a","long",12
"for","many","years",12
"for","more","information",12
"for","people","to",12
"going","on","in",12
"going","to","make",12
"good","news","is",12
"got","to","be",12
"got","to","the",12
"great","way","to",12
"had","a","few",12
"had","to","go",12
"has","always","been",12
"have","a","good",12
"have","a","great",12
"have","never","been",12
"here","and","there",12
"his","or","her",12
"how","many","times",12
"i","can","only",12
"i","can","remember",12
"i","can","tell",12
"i","cant","remember",12
"i","could","see",12
"i","decided","that",12
"i","did","a",12
"i","do","have",12
"i","find","it",12
"i","found","myself",12
"i","have","always",12
"i","havent","been",12
"i","just","have",12
"i","looked","at",12
"i","love","my",12
"i","made","the",12
"i","think","they",12
"i","thought","that",12
"i","used","a",12
"i","was","pretty",12
"i","was","the",12
"i","would","not",12
"if","you","havent",12
"if","you","were",12
"if","you","would",12
"in","a","long",12
"in","a","while",12
"in","case","you",12
"in","fact","the",12
"in","other","words",12
"in","recent","years",12
"in","the","area",12
"in","the","garden",12
"in","the","meantime",12
"in","the","near",12
"in","the","room",12
"is","also","the",12
"is","based","on",12
"is","said","to",12
"is","so","much",12
"is","supposed","to",12
"is","trying","to",12
"it","for","a",12
"it","for","the",12
"it","into","a",12
"it","is","important",12
"it","really","is",12
"it","up","and",12
"it","was","like",12
"it","was","only",12
"its","important","to",12
"its","not","a",12
"ive","never","been",12
"just","going","to",12
"just","need","to",12
"kind","of","a",12
"later","in","the",12
"learned","how","to",12
"like","i","was",12
"love","to","hear",12
"many","of","them",12
"may","have","to",12
"me","but","i",12
"might","not","be",12
"more","than","just",12
"more","than","the",12
"my","husband","and",12
"my","last","post",12
"my","life","and",12
"need","to","know",12
"next","time","i",12
"not","in","the",12
"not","sure","if",12
"of","some","of",12
"of","the","american",12
"of","the","movie",12
"of","the","room",12
"of","the","white",12
"of","them","i",12
"of","thousands","of",12
"on","a","daily",12
"once","in","a",12
"other","side","of",12
"out","there","and",12
"part","of","my",12
"point","of","view",12
"quite","a","bit",12
"really","want","to",12
"really","wanted","to",12
"set","up","a",12
"so","it","is",12
"so","that","we",12
"some","of","them",12
"start","of","the",12
"take","advantage","of",12
"take","on","the",12
"thank","you","to",12
"that","i","did",12
"that","i","know",12
"that","i","should",12
"that","is","what",12
"that","this","was",12
"that","you","will",12
"the","art","of",12
"the","early","s",12
"the","eyes","of",12
"the","first","to",12
"the","good","news",12
"the","grocery","store",12
"the","inside","of",12
"the","most","part",12
"the","north","dakota",12
"the","people","that",12
"the","presence","of",12
"the","real","world",12
"the","reason","for",12
"the","room","and",12
"the","same","as",12
"the","subject","of",12
"the","time","it",12
"the","type","of",12
"the","way","they",12
"the","work","of",12
"them","in","a",12
"there","is","something",12
"there","is","still",12
"there","is","the",12
"they","are","so",12
"they","have","been",12
"think","it","is",12
"think","it","would",12
"this","is","also",12
"this","is","where",12
"this","means","that",12
"this","time","around",12
"thought","i","was",12
"to","be","on",12
"to","be","with",12
"to","do","some",12
"to","do","what",12
"to","each","other",12
"to","give","a",12
"to","give","me",12
"to","give","up",12
"to","her","and",12
"to","play","the",12
"to","save","the",12
"to","see","it",12
"to","stay","in",12
"to","the","world",12
"to","use","a",12
"to","use","it",12
"to","win","the",12
"too","much","of",12
"try","to","get",12
"trying","to","be",12
"trying","to","make",12
"united","states","and",12
"view","of","the",12
"want","you","to",12
"was","a","bit",12
"was","in","a",12
"was","the","best",12
"we","get","to",12
"we","have","had",12
"we","will","have",12
"what","he","was",12
"what","i","did",12
"what","we","are",12
"when","we","were",12
"which","you","can",12
"will","have","a",12
"with","a","lot",12
"with","me","and",12
"with","the","kids",12
"you","are","in",12
"you","can","be",12
"you","for","the",12
"you","should","be",12
"a","copy","of",11
"a","cup","of",11
"a","daily","basis",11
"a","few","seconds",11
"a","friend","of",11
"a","lack","of",11
"a","little","too",11
"a","lot","and",11
"a","man","who",11
"a","person","who",11
"a","spokesman","for",11
"a","week","ago",11
"a","while","and",11
"a","woman","who",11
"a","year","old",11
"added","to","the",11
"after","a","while",11
"all","the","same",11
"amount","of","time",11
"an","opportunity","to",11
"and","a","little",11
"and","get","a",11
"and","i","thought",11
"and","its","not",11
"and","not","just",11
"and","take","a",11
"and","there","was",11
"and","what","i",11
"and","while","i",11
"and","you","are",11
"and","you","have",11
"are","looking","for",11
"are","on","the",11
"are","part","of",11
"as","a","whole",11
"as","to","what",11
"at","least","not",11
"at","the","last",11
"back","to","my",11
"be","in","a",11
"be","the","first",11
"because","of","this",11
"because","they","were",11
"both","of","them",11
"but","i","cant",11
"but","i","didnt",11
"but","its","not",11
"came","to","the",11
"cant","help","but",11
"continue","to","be",11
"couple","of","months",11
"couple","of","times",11
"days","of","the",11
"doesnt","seem","to",11
"down","from","the",11
"down","on","the",11
"enough","to","have",11
"even","if","you",11
"even","though","we",11
"felt","like","i",11
"few","years","ago",11
"first","time","i",11
"for","me","and",11
"for","the","sake",11
"for","the","same",11
"for","years","and",11
"forward","to","the",11
"from","around","the",11
"go","ahead","and",11
"going","to","happen",11
"had","to","get",11
"had","to","have",11
"have","to","work",11
"he","did","not",11
"he","had","to",11
"i","am","and",11
"i","am","feeling",11
"i","am","now",11
"i","am","trying",11
"i","came","to",11
"i","have","this",11
"i","hope","i",11
"i","made","my",11
"i","mean","i",11
"i","might","have",11
"i","really","enjoyed",11
"i","really","love",11
"i","really","wanted",11
"i","saw","a",11
"i","tell","you",11
"i","thought","of",11
"i","was","at",11
"i","will","never",11
"if","i","were",11
"in","honor","of",11
"in","need","of",11
"in","our","lives",11
"in","some","cases",11
"in","spite","of",11
"in","the","film",11
"in","the","fridge",11
"in","the","oven",11
"in","the","right",11
"in","the","south",11
"in","the","spring",11
"in","the","water",11
"is","a","small",11
"is","actually","a",11
"is","important","to",11
"is","not","only",11
"is","something","that",11
"is","the","one",11
"it","is","for",11
"it","is","hard",11
"it","is","in",11
"it","is","my",11
"it","it","was",11
"it","seems","like",11
"it","was","about",11
"it","was","also",11
"its","a","very",11
"ive","got","to",11
"just","like","the",11
"just","wanted","to",11
"know","what","to",11
"know","what","you",11
"let","go","of",11
"light","of","the",11
"like","to","have",11
"like","to","say",11
"made","up","of",11
"make","sure","you",11
"may","or","may",11
"me","as","i",11
"me","i","was",11
"me","want","to",11
"millions","of","dollars",11
"more","like","a",11
"most","of","us",11
"not","one","of",11
"of","life","and",11
"of","that","is",11
"of","the","church",11
"of","the","earth",11
"of","the","few",11
"of","the","greatest",11
"of","the","reasons",11
"on","and","off",11
"on","my","own",11
"on","the","blog",11
"on","the","same",11
"on","the","table",11
"on","their","own",11
"on","to","the",11
"one","thing","that",11
"out","from","the",11
"pointed","out","that",11
"power","of","the",11
"rather","than","the",11
"referred","to","as",11
"s","and","s",11
"say","that","the",11
"say","the","least",11
"she","has","been",11
"she","was","in",11
"sit","on","the",11
"so","easy","to",11
"so","excited","to",11
"so","i","did",11
"so","i","had",11
"so","i","will",11
"so","we","can",11
"something","that","i",11
"soon","as","i",11
"started","with","a",11
"thank","you","all",11
"that","being","said",11
"that","have","been",11
"that","i","wouldnt",11
"that","it","will",11
"that","one","of",11
"that","will","be",11
"the","best","part",11
"the","best","thing",11
"the","city","and",11
"the","cost","of",11
"the","day","before",11
"the","department","of",11
"the","development","of",11
"the","interests","of",11
"the","issue","of",11
"the","kids","and",11
"the","king","of",11
"the","last","thing",11
"the","lives","of",11
"the","members","of",11
"the","more","i",11
"the","new","year",11
"the","problem","is",11
"the","reason","why",11
"the","release","of",11
"the","risk","of",11
"the","sake","of",11
"the","second","half",11
"the","thing","that",11
"the","time","we",11
"the","way","he",11
"the","way","that",11
"the","white","house",11
"them","to","the",11
"then","there","is",11
"there","are","several",11
"there","is","an",11
"they","are","a",11
"think","this","is",11
"this","has","been",11
"this","point","i",11
"those","of","us",11
"time","to","go",11
"to","a","new",11
"to","be","my",11
"to","come","to",11
"to","feel","like",11
"to","get","his",11
"to","get","into",11
"to","get","more",11
"to","get","on",11
"to","have","an",11
"to","keep","my",11
"to","keep","up",11
"to","leave","the",11
"to","let","the",11
"to","me","to",11
"to","play","with",11
"to","take","it",11
"to","the","front",11
"to","the","hospital",11
"to","the","point",11
"to","the","same",11
"to","them","and",11
"two","or","three",11
"version","of","the",11
"wanted","to","go",11
"was","the","one",11
"was","to","be",11
"wasnt","going","to",11
"we","are","so",11
"we","are","the",11
"we","dont","have",11
"we","were","in",11
"what","could","be",11
"what","i","can",11
"what","its","like",11
"what","you","are",11
"when","i","had",11
"when","they","are",11
"when","we","are",11
"when","we","got",11
"which","has","been",11
"which","is","what",11
"who","had","been",11
"who","has","been",11
"will","be","at",11
"will","be","in",11
"with","a","new",11
"with","them","and",11
"working","on","a",11
"years","ago","i",11
"you","get","to",11
"a","big","deal",10
"a","glass","of",10
"a","little","while",10
"a","man","of",10
"a","mix","of",10
"a","pretty","good",10
"a","short","time",10
"a","state","of",10
"a","time","of",10
"a","year","or",10
"about","what","we",10
"access","to","the",10
"all","about","the",10
"all","the","other",10
"all","the","things",10
"amazon","services","llc",10
"among","other","things",10
"and","a","couple",10
"and","as","i",10
"and","at","times",10
"and","by","the",10
"and","ended","up",10
"and","i","knew",10
"and","i","took",10
"and","im","sure",10
"and","in","fact",10
"and","into","the",10
"and","it","has",10
"and","it","would",10
"and","more","than",10
"and","most","importantly",10
"and","of","the",10
"and","see","what",10
"and","then","we",10
"and","to","be",10
"and","to","the",10
"and","want","to",10
"and","will","be",10
"are","some","of",10
"are","to","be",10
"around","the","house",10
"as","i","do",10
"as","in","the",10
"at","least","the",10
"at","least","two",10
"at","that","point",10
"at","the","back",10
"attention","to","the",10
"be","used","to",10
"but","also","the",10
"but","for","me",10
"but","i","know",10
"but","that","doesnt",10
"but","this","time",10
"can","think","of",10
"click","on","the",10
"come","back","to",10
"dakota","home","school",10
"did","not","know",10
"do","in","the",10
"does","not","have",10
"does","not","mean",10
"doesnt","have","to",10
"due","to","its",10
"each","other","in",10
"even","if","the",10
"face","of","the",10
"few","months","ago",10
"first","day","of",10
"followed","by","a",10
"for","a","bit",10
"for","a","good",10
"for","a","month",10
"for","him","to",10
"for","me","the",10
"for","stopping","by",10
"for","the","year",10
"friend","of","mine",10
"from","the","beginning",10
"front","of","a",10
"get","a","little",10
"going","to","go",10
"got","to","see",10
"had","time","to",10
"has","a","lot",10
"have","a","hard",10
"have","had","some",10
"have","time","to",10
"he","had","been",10
